length,num_missed,route_distance(km),route_num,percent_complete,percent_missing,end_latency,birds_eye_distance(km)
11.0,2.0,20484.43220104955,165.0,0.8181818181818182,0.18181818181818177,0.0,-1.0
12.0,3.0,3551.8272589190747,166.0,0.75,0.25,0.0,-1.0
11.0,2.0,14881.022912558808,167.0,0.8181818181818182,0.18181818181818177,0.0,-1.0
11.0,1.0,14210.46031642595,168.0,0.9090909090909091,0.09090909090909094,0.0,-1.0
11.0,4.0,6609.211779260489,169.0,0.6363636363636364,0.36363636363636365,0.0,-1.0
13.0,3.0,2317.294641880409,170.0,0.7692307692307693,0.23076923076923073,0.0,-1.0
13.0,3.0,17621.537663930667,171.0,0.7692307692307693,0.23076923076923073,0.0,-1.0
15.0,7.0,6469.539599884948,172.0,0.5333333333333333,0.4666666666666667,0.0,-1.0
14.0,2.0,26165.888793094848,173.0,0.8571428571428571,0.1428571428571429,0.0,-1.0
13.0,1.0,52002.941010551614,174.0,0.9230769230769231,0.07692307692307687,0.0,-1.0
15.0,5.0,28790.94191984776,175.0,0.6666666666666666,0.33333333333333337,0.0,-1.0
13.0,1.0,22640.97302097723,176.0,0.9230769230769231,0.07692307692307687,0.0,-1.0
18.0,6.0,35579.30547770808,177.0,0.6666666666666666,0.33333333333333337,0.0,-1.0
16.0,2.0,11491.733393986495,178.0,0.875,0.125,0.0,-1.0
10.0,2.0,8675.558387196745,179.0,0.8,0.19999999999999996,0.0,-1.0
21.0,3.0,12628.268908968546,180.0,0.8571428571428571,0.1428571428571429,0.0,-1.0
23.0,1.0,16700.844842085775,181.0,0.9565217391304348,0.04347826086956519,0.0,-1.0
10.0,1.0,22311.029446692897,182.0,0.9,0.09999999999999998,0.0,-1.0
18.0,3.0,34002.316659295146,183.0,0.8333333333333334,0.16666666666666663,0.0,-1.0
17.0,3.0,4321.006164357839,184.0,0.8235294117647058,0.17647058823529416,0.0,-1.0
16.0,1.0,20629.18208156103,185.0,0.9375,0.0625,0.0,-1.0
17.0,4.0,11018.205286106439,186.0,0.7647058823529411,0.23529411764705888,0.0,-1.0
16.0,1.0,24643.00323815982,187.0,0.9375,0.0625,0.0,-1.0
23.0,1.0,58803.9342287934,188.0,0.9565217391304348,0.04347826086956519,0.0,-1.0
24.0,4.0,24568.846923705238,189.0,0.8333333333333334,0.16666666666666663,0.0,-1.0
22.0,1.0,59482.75116109291,190.0,0.9545454545454546,0.045454545454545414,0.0,-1.0
16.0,4.0,29140.30096640374,191.0,0.75,0.25,0.0,-1.0
10.0,1.0,18601.338857665076,192.0,0.9,0.09999999999999998,101.6,6074.620093008242
9.0,0.0,2626.542224768754,193.0,1.0,0.0,11.8,468.8477682203908
9.0,2.0,2016.8179299724495,194.0,0.7777777777777778,0.2222222222222222,41.9,1953.9316531891416
6.0,0.0,6975.874098701134,195.0,1.0,0.0,46.7,2292.11277938167
8.0,0.0,11862.980048421947,196.0,1.0,0.0,77.1,468.8477682203908
8.0,2.0,8786.49101245183,197.0,0.75,0.25,69.1,3793.934044082417
9.0,2.0,2304.7662644729335,198.0,0.7777777777777778,0.2222222222222222,28.0,-1.0
10.0,1.0,17547.117005038235,199.0,0.9,0.09999999999999998,82.0,468.8477682203908
12.0,3.0,6187.235807521393,200.0,0.75,0.25,87.3,5716.777834934533
11.0,0.0,49862.87798386446,201.0,1.0,0.0,92.9,468.8477682203908
11.0,0.0,47922.20581255156,202.0,1.0,0.0,228.9,468.8477682203908
11.0,3.0,17098.0971988534,203.0,0.7272727272727273,0.2727272727272727,231.3,16015.554702004492
9.0,0.0,29834.92611764408,204.0,1.0,0.0,181.9,10688.185506604346
12.0,4.0,27346.223585930853,205.0,0.6666666666666666,0.33333333333333337,227.8,-1.0
16.0,10.0,6975.304038016028,206.0,0.375,0.625,95.2,6336.342869946276
13.0,4.0,15004.850867607036,207.0,0.6923076923076923,0.3076923076923077,3.0,13.384925119181192
14.0,7.0,14506.7671144877,208.0,0.5,0.5,36.3,1744.3980015678205
16.0,6.0,15153.261533373205,209.0,0.625,0.375,43.4,2212.8372925272765
16.0,4.0,15004.850867607036,210.0,0.75,0.25,77.1,13.384925119181192
15.0,4.0,18880.645335089885,211.0,0.7333333333333333,0.2666666666666667,59.1,3886.3994490989944
14.0,7.0,13306.44362126698,212.0,0.5,0.5,20.2,-1.0
13.0,6.0,13306.44362126698,213.0,0.5384615384615384,0.46153846153846156,71.4,13.384925119181192
12.0,8.0,6507.182901463574,214.0,0.3333333333333333,0.6666666666666667,76.2,5852.870550717392
17.0,9.0,13306.44362126698,215.0,0.47058823529411764,0.5294117647058824,88.6,13.384925119181192
18.0,4.0,18953.636892413506,216.0,0.7777777777777778,0.2222222222222222,238.2,13.384925119181192
16.0,4.0,49350.782354904615,217.0,0.75,0.25,228.4,15997.289679441925
13.0,3.0,28033.05739616665,218.0,0.7692307692307693,0.23076923076923073,145.8,10882.915106572364
17.0,5.0,26113.07124780844,219.0,0.7058823529411765,0.2941176470588235,209.3,-1.0
11.0,2.0,29147.597744968112,220.0,0.8181818181818182,0.18181818181818177,157.6,9357.425461969538
14.0,1.0,13665.359164734507,221.0,0.9285714285714286,0.0714285714285714,81.2,3521.098653852924
11.0,3.0,36600.86158381147,222.0,0.7272727272727273,0.2727272727272727,73.9,3763.170400187358
12.0,2.0,9085.629129223866,223.0,0.8333333333333334,0.16666666666666663,43.4,2001.4865068072388
9.0,1.0,13962.846761009601,224.0,0.8888888888888888,0.11111111111111116,22.0,3521.098653852924
11.0,6.0,7950.371815256252,225.0,0.45454545454545453,0.5454545454545454,37.1,1577.2193067904634
11.0,4.0,5384.033590770231,226.0,0.6363636363636364,0.36363636363636365,69.7,-1.0
11.0,1.0,21486.697196151286,227.0,0.9090909090909091,0.09090909090909094,150.9,3521.098653852924
10.0,6.0,15476.190042107211,228.0,0.4,0.6,148.1,9135.878076692987
12.0,1.0,22411.54373065445,229.0,0.9166666666666666,0.08333333333333337,156.3,3521.098653852924
10.0,1.0,50387.35657827248,230.0,0.9,0.09999999999999998,190.8,3521.098653852924
12.0,4.0,19157.238350662497,231.0,0.6666666666666666,0.33333333333333337,169.2,12045.725112582191
8.0,1.0,14883.856987188792,232.0,0.875,0.125,126.7,8845.313461905915
15.0,6.0,28076.33847279599,233.0,0.6,0.4,0.0,-1.0
11.0,1.0,19242.49862665296,234.0,0.9090909090909091,0.09090909090909094,101.1,6193.496754781514
10.0,1.0,2975.331610866107,235.0,0.9,0.09999999999999998,9.5,570.1972750089909
9.0,2.0,22948.470286429096,236.0,0.7777777777777778,0.2222222222222222,44.1,1768.1248091817927
8.0,1.0,2780.982051764646,237.0,0.875,0.125,45.6,2239.0849273559993
9.0,1.0,11913.312887926748,238.0,0.8888888888888888,0.11111111111111116,76.1,570.1972750089909
9.0,3.0,4820.5553254905535,239.0,0.6666666666666666,0.33333333333333337,68.9,3895.753368596971
10.0,3.0,3754.3443012178477,240.0,0.7,0.30000000000000004,26.9,-1.0
11.0,2.0,17597.449844543036,241.0,0.8181818181818182,0.18181818181818177,81.2,570.1972750089909
12.0,3.0,18843.48787284532,242.0,0.75,0.25,88.1,5825.512987047153
12.0,1.0,49838.69346929685,243.0,0.9166666666666666,0.08333333333333337,97.5,570.1972750089909
12.0,2.0,48419.162761370084,244.0,0.8333333333333334,0.16666666666666663,227.9,570.1972750089909
12.0,3.0,17151.444205970678,245.0,0.75,0.25,237.5,16019.164653909533
10.0,0.0,30293.660060697035,246.0,1.0,0.0,167.8,10874.769637455529
13.0,5.0,27396.556425435654,247.0,0.6153846153846154,0.3846153846153846,219.2,-1.0
20.0,3.0,24776.731202009512,248.0,0.85,0.15000000000000002,0.0,-1.0
9.0,4.0,2155.0040721473333,249.0,0.5555555555555556,0.4444444444444444,0.0,-1.0
17.0,3.0,13252.557537299686,250.0,0.8235294117647058,0.17647058823529416,0.0,-1.0
12.0,1.0,15214.67031622398,251.0,0.9166666666666666,0.08333333333333337,0.0,-1.0
9.0,3.0,11129.906101415096,252.0,0.6666666666666666,0.33333333333333337,0.0,-1.0
9.0,5.0,3717.5396470806613,253.0,0.4444444444444444,0.5555555555555556,0.0,-1.0
13.0,3.0,3461.1117339220086,254.0,0.7692307692307693,0.23076923076923073,0.0,-1.0
15.0,3.0,25318.946412441852,255.0,0.8,0.19999999999999996,0.0,-1.0
14.0,4.0,28827.10539117132,256.0,0.7142857142857143,0.2857142857142857,0.0,-1.0
17.0,1.0,30790.27782152668,257.0,0.9411764705882353,0.05882352941176472,0.0,-1.0
18.0,1.0,57081.29726982115,258.0,0.9444444444444444,0.05555555555555558,0.0,-1.0
20.0,4.0,26469.718973281717,259.0,0.8,0.19999999999999996,0.0,-1.0
19.0,1.0,39611.934828008074,260.0,0.9473684210526315,0.052631578947368474,0.0,-1.0
18.0,5.0,35287.598501482484,261.0,0.7222222222222222,0.2777777777777778,0.0,-1.0
23.0,15.0,7851.148503819139,262.0,0.34782608695652173,0.6521739130434783,0.0,-1.0
24.0,19.0,7816.906421809574,263.0,0.20833333333333334,0.7916666666666666,0.0,-1.0
23.0,19.0,4119.671965429691,264.0,0.17391304347826086,0.8260869565217391,0.0,-1.0
23.0,14.0,3900.30050980405,265.0,0.391304347826087,0.6086956521739131,0.0,-1.0
27.0,22.0,4188.243090751591,266.0,0.18518518518518517,0.8148148148148149,0.0,-1.0
29.0,18.0,10410.331164529494,267.0,0.3793103448275862,0.6206896551724138,0.0,-1.0
27.0,22.0,4176.090468713981,268.0,0.18518518518518517,0.8148148148148149,0.0,-1.0
25.0,20.0,14247.07994384048,269.0,0.2,0.8,0.0,-1.0
26.0,15.0,22518.764435079345,270.0,0.4230769230769231,0.5769230769230769,0.0,-1.0
28.0,21.0,4106.786223818129,271.0,0.25,0.75,0.0,-1.0
21.0,17.0,4106.786223818129,272.0,0.19047619047619047,0.8095238095238095,0.0,-1.0
23.0,16.0,19198.689718963564,273.0,0.30434782608695654,0.6956521739130435,0.0,-1.0
27.0,16.0,14930.528830003761,274.0,0.4074074074074074,0.5925925925925926,0.0,-1.0
22.0,15.0,24240.535180231665,275.0,0.3181818181818182,0.6818181818181819,279.3,-1.0
16.0,9.0,0.0,276.0,0.4375,0.5625,0.0,-1.0
14.0,10.0,7816.906421809574,277.0,0.2857142857142857,0.7142857142857143,0.0,-1.0
14.0,9.0,8082.382493057868,278.0,0.35714285714285715,0.6428571428571428,0.0,-1.0
12.0,3.0,3900.30050980405,279.0,0.75,0.25,0.0,-1.0
14.0,9.0,4188.243090751591,280.0,0.35714285714285715,0.6428571428571428,0.0,-1.0
3.0,2.0,0.0,281.0,0.3333333333333333,0.6666666666666667,0.0,-1.0
13.0,9.0,4176.090468713981,282.0,0.3076923076923077,0.6923076923076923,0.0,-1.0
16.0,10.0,14247.07994384048,283.0,0.375,0.625,0.0,-1.0
16.0,4.0,22518.764435079345,284.0,0.75,0.25,0.0,-1.0
18.0,11.0,4106.786223818129,285.0,0.3888888888888889,0.6111111111111112,0.0,-1.0
15.0,11.0,4106.786223818129,286.0,0.26666666666666666,0.7333333333333334,0.0,-1.0
17.0,10.0,19198.689718963564,287.0,0.4117647058823529,0.5882352941176471,0.0,-1.0
14.0,4.0,14930.528830003761,288.0,0.7142857142857143,0.2857142857142857,0.0,-1.0
20.0,13.0,24240.535180231665,289.0,0.35,0.65,0.0,-1.0
15.0,7.0,21121.613276482327,290.0,0.5333333333333333,0.4666666666666667,0.0,-1.0
14.0,6.0,3696.671557670617,291.0,0.5714285714285714,0.4285714285714286,0.0,-1.0
14.0,8.0,8920.846497779374,292.0,0.42857142857142855,0.5714285714285714,0.0,-1.0
11.0,3.0,1496.9050727476852,293.0,0.7272727272727273,0.2727272727272727,0.0,-1.0
13.0,6.0,10682.691634174767,294.0,0.5384615384615384,0.46153846153846156,0.0,-1.0
13.0,9.0,3279.06796036676,295.0,0.3076923076923077,0.6923076923076923,0.0,-1.0
15.0,8.0,706.0311006956848,296.0,0.4666666666666667,0.5333333333333333,0.0,-1.0
15.0,7.0,20234.842388460485,297.0,0.5333333333333333,0.4666666666666667,0.0,-1.0
17.0,8.0,9191.602848412134,298.0,0.5294117647058824,0.47058823529411764,0.0,-1.0
17.0,7.0,38825.48344602595,299.0,0.5882352941176471,0.4117647058823529,0.0,-1.0
16.0,4.0,46998.740074887806,300.0,0.75,0.25,0.0,-1.0
14.0,6.0,17161.799187687517,301.0,0.5714285714285714,0.4285714285714286,0.0,-1.0
15.0,5.0,30024.462390523153,302.0,0.6666666666666666,0.33333333333333337,0.0,-1.0
19.0,11.0,28248.26057812745,303.0,0.42105263157894735,0.5789473684210527,0.0,-1.0
